domain,nameserver,ip,request,response,tc
nationaalrapporteur.nl,ns0.rijksoverheidnl.com.,185.136.96.82,93,281,
nationaalrapporteur.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,165,
nationaalwaterstofprogramma.nl,ns1.dictu.nl.,145.12.216.1,101,185,
nationaalwaterstofprogramma.nl,ns2.dictu.nl.,145.69.216.1,101,185,
nationalacademy.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,141,
nationalacademy.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,141,
nationalacademy.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,257,
nationalacademy.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,141,
nationaleconferentiecirculaireeconomie.nl,ns0.rijksoverheidnl.com.,185.136.96.82,112,300,
nationaleconferentiecirculaireeconomie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,112,184,
nationaleconferentiecirculaireeconomie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,112,184,
nationaleconferentiecirculaireeconomie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,112,184,
nationaleconferentieduurzamemobiliteit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,112,164,
nationaleconferentieduurzamemobiliteit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,112,164,
nationaleconferentieduurzamemobiliteit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,112,164,
nationaleconferentieduurzamemobiliteit.nl,ns0.rijksoverheidnl.com.,185.136.96.82,112,280,
nationaleenergieatlas.nl,ns2.ssc-campus.nl.,131.224.2.136,95,326,
nationaleenergieatlas.nl,ns1.ssc-campus.nl.,131.224.2.135,95,326,
nationaleenergieatlas.nl,ns1.w-e-r-k.nl.,5.172.40.100,95,119,
nationaleenergieatlas.nl,ns2.w-e-r-k.nl.,31.200.209.176,95,119,
nationaleiconen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,257,
nationaleiconen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,141,
nationaleiconen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,141,
nationaleiconen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,141,
nationaleombudsman.nl,ns1.swis.nl.,213.193.210.52,92,646,
nationaleombudsman.nl,ns2.swis.nl.,193.28.152.52,92,646,
nationaleparkenbureau.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,182,
nationaleparkenbureau.nl,ns0.rijksoverheidnl.com.,185.136.96.82,95,298,
nationaleparkenbureau.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,182,
nationaleparkenbureau.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,182,
nationalicons.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,139,
nationalicons.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,139,
nationalicons.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,255,
nationalicons.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,139,
natura2000.nl,ns1.dictu.nl.,145.12.216.1,84,275,
natura2000.nl,ns2.dictu.nl.,145.69.216.1,84,275,
natuurbrandrisico.nl,ns2.nifv.nl.,81.26.208.160,91,165,
natuurbrandrisico.nl,ns1.nifv.nl.,81.26.219.100,91,165,
natuurenrecreatieschapijsselmonde.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,107,159,
natuurenrecreatieschapijsselmonde.nl,ns0.rijksoverheidnl.com.,185.136.96.82,107,275,
natuurenrecreatieschapijsselmonde.nl,ns3.rijksoverheidnl.org.,145.100.177.67,107,159,
natuurenrecreatieschapijsselmonde.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,107,159,
nba.nl,ns2.argewebhosting.com.,31.25.98.169,77,77,tc
nba.nl,ns3.argewebhosting.nl.,92.63.168.137,77,77,tc
nba.nl,ns1.argewebhosting.eu.,31.25.98.210,77,77,tc
nbso-brazil.com.br,ns2.svrdedicado.org.,192.99.4.109,89,215,
nbso-brazil.com.br,ns1.svrdedicado.org.,,89,,
nbso-texas.com,pdns11.domaincontrol.com.,97.74.111.55,85,551,
nbso-texas.com,pdns12.domaincontrol.com.,173.201.79.55,85,551,
ncab.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,150,
ncab.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,150,
ncab.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,266,
ncab.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,150,
ncadierproevenbeleid.nl,ns3.rijksoverheidnl.org.,145.100.177.67,94,164,
ncadierproevenbeleid.nl,ns0.rijksoverheidnl.com.,185.136.96.82,94,280,
ncadierproevenbeleid.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,94,164,
ncadierproevenbeleid.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,94,164,
nccpotocari.nl,ns4.combell.net.,86.39.202.67,85,151,
nccpotocari.nl,ns3.combell.net.,83.217.73.172,85,151,
ncpeh.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,79,131,
ncpeh.nl,ns3.rijksoverheidnl.org.,145.100.177.67,79,131,
ncpeh.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,79,131,
ncpeh.nl,ns0.rijksoverheidnl.com.,185.136.96.82,79,247,
ncsc.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,339,
ncsc.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,223,
ncsc.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,223,
ncsc.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,223,
nctv.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,130,
nctv.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,130,
nctv.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,130,
nctv.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,246,
ndw.nu,ns3.rijksoverheidnl.org.,145.100.177.67,77,227,
ndw.nu,ns2.rijksoverheidnl.eu.,94.228.142.136,77,227,
ndw.nu,ns1.rijksoverheidnl.nl.,178.22.85.27,77,227,
nederlandcirculairin2050.nl,ns0.rijksoverheidnl.com.,185.136.96.82,98,266,
nederlandcirculairin2050.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,150,
nederlandcirculairin2050.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,150,
nederlandcirculairin2050.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,150,
nederlanddigitaal.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,277,
nederlanddigitaal.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,161,
nederlanddigitaal.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,161,
nederlanddigitaal.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,161,
nederlandenu.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,86,219,
nederlandenu.nl,ns0.rijksoverheidnl.com.,185.136.96.82,86,335,
nederlandenu.nl,ns3.rijksoverheidnl.org.,145.100.177.67,86,219,
nederlandenu.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,86,219,
nederlandse-sportraad.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,147,
nederlandse-sportraad.nl,ns0.rijksoverheidnl.com.,185.136.96.82,95,263,
nederlandse-sportraad.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,147,
nederlandse-sportraad.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,147,
nederlandtegengeorganiseerdemisdaad.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,161,
nederlandtegengeorganiseerdemisdaad.nl,ns0.rijksoverheidnl.com.,185.136.96.82,109,277,
nederlandtegengeorganiseerdemisdaad.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,161,
nederlandtegengeorganiseerdemisdaad.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,161,
nederlandwereldwijd.nl,a7-66.akam.net.,23.61.199.66,93,175,
nederlandwereldwijd.nl,a6-65.akam.net.,23.211.133.65,93,175,
nederlandwereldwijd.nl,a1-22.akam.net.,193.108.91.22,93,175,
nederlandwereldwijd.nl,a2-67.akam.net.,95.100.174.67,93,175,
nederlandwereldwijd.nl,a9-66.akam.net.,184.85.248.66,93,175,
nederlandwereldwijd.nl,a16-65.akam.net.,23.211.132.65,93,175,
nedmextrade.com,ns2.siteground.net.,99.83.229.113,86,176,
nedmextrade.com,ns1.siteground.net.,75.2.77.104,86,176,
neorah.nl,ns1.w-e-r-k.nl.,5.172.40.100,80,317,
neorah.nl,ns2.ssc-campus.nl.,131.224.2.136,80,524,
neorah.nl,ns1.ssc-campus.nl.,131.224.2.135,80,524,
neorah.nl,ns2.w-e-r-k.nl.,31.200.209.176,80,317,
netherlandsandyou.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,340,
netherlandsandyou.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,224,
netherlandsandyou.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,224,
netherlandsandyou.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,224,
netherlandsworldwide.nl,a6-65.akam.net.,23.211.133.65,94,118,
netherlandsworldwide.nl,a16-65.akam.net.,23.211.132.65,94,118,
netherlandsworldwide.nl,a1-22.akam.net.,193.108.91.22,94,118,
netherlandsworldwide.nl,a2-67.akam.net.,95.100.174.67,94,118,
netherlandsworldwide.nl,a9-66.akam.net.,184.85.248.66,94,118,
netherlandsworldwide.nl,a7-66.akam.net.,23.61.199.66,94,118,
netwerkplatteland.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,175,
netwerkplatteland.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,175,
netwerkplatteland.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,175,
netwerkplatteland.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,291,
netwerk.publiektoezicht.nl,inspectieraad.kenniscafe.net.,,97,,
netwerk.publiektoezicht.nl,wink18.winkwaves.net.,,97,,
nictiz.nl,prox1-ns2.proxsys.net.,93.95.2.125,80,501,
nictiz.nl,prox1-ns1.proxsys.net.,93.95.0.125,80,501,
niderlandy-i-vy.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,222,
niderlandy-i-vy.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,338,
niderlandy-i-vy.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,222,
niderlandy-i-vy.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,222,
nidos.nl,nsauth1.interconnect-dns.nl.,212.83.192.198,79,563,
nidos.nl,nsauth3.interconnect-dns.be.,212.83.206.198,79,563,
nidos.nl,nsauth2.interconnect-dns.eu.,213.207.64.198,79,563,
niederlandeweltweit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,226,
niederlandeweltweit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,226,
niederlandeweltweit.nl,ns0.rijksoverheidnl.com.,185.136.96.82,93,342,
niederlandeweltweit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,226,
nieuwesluisterneuzen.eu,ns4.combell.net.,86.39.202.67,94,152,
nieuwesluisterneuzen.eu,ns3.combell.net.,83.217.73.172,94,152,
nieuwjaarstoost.nl,ns05.2is.nl.,185.107.227.15,89,288,
nieuwjaarstoost.nl,ns04.2is.be.,62.221.197.54,89,288,
nieuwjaarstoost.nl,ns03.2is.nl.,62.221.202.199,89,288,
nieuwsbriefdor.nl,ns1.dunicohosting.nl.,37.97.227.252,88,332,
nieuwsbriefdor.nl,ns2.dunicohosting.nl.,37.97.247.144,88,332,
nieuwsbrievenminocw.nl,ns0.rijksoverheidnl.com.,185.136.96.82,93,261,
nieuwsbrievenminocw.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,145,
nieuwsbrievenminocw.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,145,
nieuwsbrievenminocw.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,145,
nieuwsbrieven.rijkswaterstaat.nl,ps4.platformrijksoverheid.nl.,,103,,
nieuwsbzk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,83,135,
nieuwsbzk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,83,135,
nieuwsbzk.nl,ns0.rijksoverheidnl.com.,185.136.96.82,83,251,
nieuwsbzk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,83,135,
nieuwsienw.nl,ns0.rijksoverheidnl.com.,185.136.96.82,84,252,
nieuwsienw.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,84,136,
nieuwsienw.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,84,136,
nieuwsienw.nl,ns3.rijksoverheidnl.org.,145.100.177.67,84,136,
nifp.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,151,
nifp.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,151,
nifp.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,151,
nifp.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,267,
nimh-beeldbank.defensie.nl,vip-195-93-224-192.pictura-hosting.nl.,,97,,
nipv.nl,ns1.nifv.nl.,81.26.219.100,78,813,
nipv.nl,ns2.nifv.nl.,81.26.208.160,78,813,
niwo.nl,ns2.oxilion.nl.,93.186.184.50,78,418,
niwo.nl,ns1.oxilion.nl.,93.186.179.180,78,418,
niwo.nl,ns3.oxilion.net.,213.206.97.203,78,418,
nix18.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,79,131,
nix18.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,79,131,
nix18.nl,ns0.rijksoverheidnl.com.,185.136.96.82,79,247,
nix18.nl,ns3.rijksoverheidnl.org.,145.100.177.67,79,131,
niyuhelan.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,83,216,
niyuhelan.nl,ns3.rijksoverheidnl.org.,145.100.177.67,83,216,
niyuhelan.nl,ns0.rijksoverheidnl.com.,185.136.96.82,83,332,
niyuhelan.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,83,216,
nji.nl,zoe.ns.cloudflare.com.,173.245.58.149,77,568,
nji.nl,brett.ns.cloudflare.com.,172.64.33.76,77,568,
nkw2022.nl,ns0.rijksoverheidnl.com.,185.136.96.82,81,249,
nkw2022.nl,ns3.rijksoverheidnl.org.,145.100.177.67,81,133,
nkw2022.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,81,133,
nkw2022.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,81,133,
nladag.nl,jerry.ns.cloudflare.com.,173.245.59.182,80,164,
nladag.nl,aida.ns.cloudflare.com.,108.162.192.58,80,164,
nl-alerttijdlijn.nl,adaline.ns.cloudflare.com.,108.162.194.49,90,114,
nl-alerttijdlijn.nl,sterling.ns.cloudflare.com.,108.162.195.143,90,114,
nlarbeidsinspectie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,296,
nlarbeidsinspectie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,296,
nlarbeidsinspectie.nl,ns0.rijksoverheidnl.com.,185.136.96.82,92,412,
nlarbeidsinspectie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,296,
nldesignsystem.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,256,
nldesignsystem.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,140,
nldesignsystem.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,140,
nldesignsystem.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,140,
nldigitalgovernment.nl,ns1.thednscompany.com.,185.145.63.233,93,175,
nldigitalgovernment.nl,ns3.thednscompany.com.,149.210.192.124,93,175,
nldigitalgovernment.nl,ns2.thednscompany.com.,37.48.115.145,93,175,
nl.espacenet.com,epo-prod.apigee.net.,,87,,
nl.espacenet.com,reu1rt001-0-routers.dn.apigee.net.,,87,,
nlflag.nl,ns4.firstfind.nl.,5.157.87.222,80,170,
nlflag.nl,ns5.firstfind.net.,178.128.248.2,80,170,
nlflag.nl,ns3.firstfind.nl.,5.157.86.222,80,170,
nlinfrankrijk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,139,
nlinfrankrijk.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,255,
nlinfrankrijk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,139,
nlinfrankrijk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,139,
nlintheusa.com,ns1054.ui-dns.com.,217.160.82.54,85,152,
nlintheusa.com,ns1110.ui-dns.org.,217.160.83.110,85,152,
nlintheusa.com,ns1088.ui-dns.biz.,217.160.81.88,85,152,
nlintheusa.com,ns1020.ui-dns.de.,217.160.80.20,85,152,
nlinuk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,80,132,
nlinuk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,80,132,
nlinuk.nl,ns0.rijksoverheidnl.com.,185.136.96.82,80,248,
nlinuk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,80,132,
nllabourauthority.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,143,
nllabourauthority.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,143,
nllabourauthority.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,259,
nllabourauthority.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,143,
nlmaps.nl,ns6.dnsmadeeasy.com.,208.80.124.13,80,162,
nlmaps.nl,ns7.dnsmadeeasy.com.,208.80.126.13,80,162,
nlmaps.nl,dns4.p01.nsone.net.,198.51.45.65,80,162,
nlmaps.nl,dns3.p01.nsone.net.,198.51.44.65,80,162,
nlmaps.nl,dns1.p01.nsone.net.,198.51.44.1,80,162,
nlmaps.nl,dns2.p01.nsone.net.,198.51.45.1,80,162,
nlmaps.nl,ns5.dnsmadeeasy.com.,208.94.148.13,80,162,
nlog.nl,ns3.sitebytes.nl.,185.107.227.15,78,297,
nlog.nl,ns2.sitebytes.nl.,62.221.197.54,78,297,
nlog.nl,ns1.sitebytes.nl.,62.221.202.199,78,297,
nlontwikkelingssamenwerking.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,153,
nlontwikkelingssamenwerking.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,153,
nlontwikkelingssamenwerking.nl,ns0.rijksoverheidnl.com.,185.136.96.82,101,269,
nlontwikkelingssamenwerking.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,153,
nlplatform.com,ns2.rijksoverheidnl.eu.,94.228.142.136,85,243,
nlplatform.com,ns0.rijksoverheidnl.com.,185.136.96.82,85,358,
nlplatform.com,ns3.rijksoverheidnl.org.,145.100.177.67,85,243,
nlplatform.com,ns1.rijksoverheidnl.nl.,178.22.85.27,85,243,
nlvergroent.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,253,
nlvergroent.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,137,
nlvergroent.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,137,
nlvergroent.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,137,
nl-works.nl,ns1.dictu.nl.,145.12.216.1,82,192,
nl-works.nl,ns2.dictu.nl.,145.69.216.1,82,192,
nmbf.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,130,
nmbf.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,130,
nmbf.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,130,
nmbf.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,246,
nmdc.eu,ns1.siteground.net.,75.2.77.104,78,164,
nmdc.eu,ns2.siteground.net.,99.83.229.113,78,164,
noordzeeloket.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,162,
noordzeeloket.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,162,
noordzeeloket.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,162,
noordzeeloket.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,278,
noracommunity.pleio.nl,odcn.pleio.nl.,,93,,
noraonline.nl,ns2.thednscompany.com.,37.48.115.145,84,189,
noraonline.nl,ns1.thednscompany.com.,185.145.63.233,84,189,
noraonline.nl,ns3.thednscompany.com.,149.210.192.124,84,189,
northseaportal.eu,ns0.rijksoverheidnl.com.,185.136.96.82,88,256,
northseaportal.eu,ns2.rijksoverheidnl.eu.,94.228.142.136,88,140,
northseaportal.eu,ns1.rijksoverheidnl.nl.,178.22.85.27,88,140,
northseaportal.eu,ns3.rijksoverheidnl.org.,145.100.177.67,88,140,
novistukken.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,253,
novistukken.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,137,
novistukken.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,137,
novistukken.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,137,
npkd.nl,ns-227.awsdns-28.com.,205.251.192.227,78,276,
npkd.nl,ns-692.awsdns-22.net.,205.251.194.180,78,276,
npkd.nl,ns-1265.awsdns-30.org.,205.251.196.241,78,276,
npkd.nl,ns-1629.awsdns-11.co.uk.,205.251.198.93,78,276,
nponderwijs.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,253,
nponderwijs.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,137,
nponderwijs.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,137,
nponderwijs.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,137,
npostart.nl,robin.omroep.nl.,145.58.26.52,82,251,
npostart.nl,minnie.omroep.nl.,145.58.30.4,82,251,
npostart.nl,jim.npodns.nl.,54.247.94.26,82,223,
npostart.nl,june.npodns.net.,99.80.176.192,82,223,
nrgd.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,154,
nrgd.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,270,
nrgd.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,154,
nrgd.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,154,
nsgi.nl,ns7.dnsmadeeasy.com.,208.80.126.13,78,241,
nsgi.nl,ns5.dnsmadeeasy.com.,208.94.148.13,78,241,
nsgi.nl,ns6.dnsmadeeasy.com.,208.80.124.13,78,241,
nsgi.nl,dns2.p01.nsone.net.,198.51.45.1,78,241,
nsgi.nl,dns1.p01.nsone.net.,198.51.44.1,78,241,
nsgi.nl,dns3.p01.nsone.net.,198.51.44.65,78,241,
nsgi.nl,dns4.p01.nsone.net.,198.51.45.65,78,241,
nsl-monitoring.nl,ns1.w-e-r-k.nl.,5.172.40.100,88,300,
nsl-monitoring.nl,ns2.w-e-r-k.nl.,31.200.209.176,88,300,
nsl-monitoring.nl,ns1.ssc-campus.nl.,131.224.2.135,88,507,
nsl-monitoring.nl,ns2.ssc-campus.nl.,131.224.2.136,88,507,
nt.ndw.nu,realtime.ndw.nu.,,80,,
nunietzwanger.nl,ns1.argewebhosting.eu.,31.25.98.210,87,139,
nunietzwanger.nl,ns2.argewebhosting.com.,31.25.98.169,87,139,
nunietzwanger.nl,ns3.argewebhosting.nl.,92.63.168.137,87,139,
nvao.net,ns1.jvhhosting.nl.,161.97.162.132,79,509,
nvao.net,ns3.jvhhosting.nl.,85.17.15.150,79,503,
nvao.net,ns2.jvhhosting.nl.,209.145.51.52,79,503,
nvwa.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,468,
nvwa.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,468,
nvwa.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,584,
nvwa.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,468,
nwo-i.nl,ns3.surfnet.nl.,195.169.124.71,79,270,
nwo-i.nl,ns2.surfnet.nl.,192.87.36.2,79,270,
nwo-i.nl,ns1.zurich.surf.net.,195.176.255.9,79,298,
nwo-i.nl,ns1.surfnet.nl.,192.87.106.101,79,270,
nwo.nl,ns2.surfnet.nl.,192.87.36.2,77,1241,
nwo.nl,ns1.zurich.surf.net.,195.176.255.9,77,1269,
nwo.nl,ns3.surfnet.nl.,195.169.124.71,77,1241,
nwo.nl,ns1.surfnet.nl.,192.87.106.101,77,1241,
nza.nl,ns3.rijksoverheidnl.org.,145.100.177.67,77,798,
nza.nl,ns0.rijksoverheidnl.com.,185.136.96.82,77,914,
nza.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,77,798,
nza.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,77,798,
ocwincijfers.nl,ns0.rijksoverheidnl.com.,185.136.96.82,86,254,
ocwincijfers.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,86,138,
ocwincijfers.nl,ns3.rijksoverheidnl.org.,145.100.177.67,86,138,
ocwincijfers.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,86,138,
ocw-verhalen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,86,138,
ocw-verhalen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,86,254,
ocw-verhalen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,86,138,
ocw-verhalen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,86,138,
odc-noord.nl,ns.rw1.rijkscloud.nl.,147.181.40.97,83,875,
odc-noord.nl,ns.gn3.rijkscloud.nl.,147.181.8.97,83,875,
odc-noord.nl,ns.gn2.rijkscloud.nl.,147.181.4.87,83,875,
oecdguidelines.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,140,
oecdguidelines.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,140,
oecdguidelines.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,256,
oecdguidelines.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,140,
oesorichtlijnen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,141,
oesorichtlijnen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,257,
oesorichtlijnen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,141,
oesorichtlijnen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,141,
officielebekendmakingen.nl,ns2.asp4all.nl.,62.112.242.11,97,318,
officielebekendmakingen.nl,ns1.asp4all.nl.,62.112.241.11,97,318,
officielebekendmakingen.nl,ns3.asp4all.nl.,149.210.176.179,97,318,
offshorewind.rvo.nl,odcn.pleio.nl.,,90,,
oicrf.org,dns3.p01.nsone.net.,198.51.44.65,80,282,
oicrf.org,ns6.dnsmadeeasy.com.,208.80.124.13,80,282,
oicrf.org,dns1.p01.nsone.net.,198.51.44.1,80,282,
oicrf.org,dns2.p01.nsone.net.,198.51.45.1,80,282,
oicrf.org,dns4.p01.nsone.net.,198.51.45.65,80,282,
oicrf.org,ns7.dnsmadeeasy.com.,208.80.126.13,80,282,
oicrf.org,ns5.dnsmadeeasy.com.,208.94.148.13,80,282,
oidji.nl,ns0.rijksoverheidnl.com.,185.136.96.82,79,267,
oidji.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,79,151,
oidji.nl,ns3.rijksoverheidnl.org.,145.100.177.67,79,151,
oidji.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,79,151,
omgevingsloket.nl,ns1.as41887.nl.,94.228.129.129,88,336,
omgevingsloket.nl,ns2.as41887.eu.,65.108.92.144,88,336,
omgevingsloket.nl,ns4.as41887.it.,94.228.142.168,88,336,
omgevingsloket.nl,ns3.as41887.io.,165.227.154.158,88,336,
omgevingswijzer.org,ns2.rijksoverheidnl.eu.,94.228.142.136,90,142,
omgevingswijzer.org,ns0.rijksoverheidnl.com.,185.136.96.82,90,257,
omgevingswijzer.org,ns3.rijksoverheidnl.org.,145.100.177.67,90,142,
